"""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,_data_extraction_status,_hylkäyskriteeri,_jatkotutkimusaiheet 1,_kohderyhmä,_konteksti,_mukana_tiedokeruupilotissa,_n,_perehdytyskäytännöt,_snowballing tehty,_suositukset,_test_retest,_test_retest_tarkempi_syy_hylkäykselle,_tulokset,_tutkimusmenetelmät,_tutkimustyyppi,_twiitti,_valittuKatsaukseen
K3ZPDNTI,journalArticle,2013,"Vogel-Heuser, Birgit; Obermeier, Martin; Braun, Steven; Sommer, Kerstin; Jobst, Fabian; Schweizer, Karin",Evaluation of a UML-Based Versus an IEC 61131-3-Based Software Engineering Approach for Teaching PLC Programming,IEEE Transactions on Education,,1557-9638,10.1109/TE.2012.2226035,,"A field experiment investigated the evaluation, teaching, and application of two different approaches to automatic control in programmable logic controllers, in particular comparing the Unified Modeling Language (UML) to the classic procedural paradigm (IEC 61131-3). A total of 85 apprentices from a vocational school for production engineering with a specialization in mechatronics took part in the training and the experiment. This paper details the results of the training using both approaches, and the correlations found between the modeling and/or programming performance and cognitive abilities, interest, workload, expertise, and school grades. In general, the results show that students can be trained to carry out authentic programming tasks within one and a half days, even for beginners in programming. The data distinguish the two approaches. Function Block Diagram programming (IEC 61131-3) can be best predicted by the grade in mathematics, programming experience, and cognitive demand. For performance in UML class diagram and state chart (UML/CD+SC) modeling, the grade in mathematics plays an even more prominent role; this explains the greater variance in modeling performance in the UML group than in the 61131/Function Block Diagram group. With respect to other findings, the paper concludes that special problem-solving skills and skills for abstract thinking should be taught when teaching UML-based modeling approaches.",2013-08,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,329-335,,3,56,,,,,,,,,,,,,,,,,,,,,Training; Programming profession; Automation; IEC standards; Unified modeling language; Object oriented modeling; cognitive science; engineering education; modeling; object-oriented methods; programmable logic devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
K7GUFIFL,conferencePaper,2019,"Britto, Ricardo; Smite, Darja; Damm, Lars-Ola; Börstler, Jürgen",Performance Evolution of Newcomers in Large-Scale Distributed Software Projects: An Industrial Case Study,2019 ACM/IEEE 14th International Conference on Global Software Engineering (ICGSE),,,10.1109/ICGSE.2019.00000,,"Large-scale distributed software projects with long life cycles often involve a considerable amount of complex legacy code. The combination of scale and distribution challenges and the difficulty in acquiring knowledge about massive amounts of complex legacy code may make the onboarding of new developers/teams problematic. These problems may lead to extended periods of low performance. The primary objective of this paper is to investigate the performance evolution of offshore newcomers onboarded in a large-scale globally distributed project and how it relates to the employed onboarding strategy. To achieve our objective, we conducted a case study in Ericsson. We identified that the following aspects in the onboarding strategy employed in the investigated case seem to be related to the unexpectedly low performance evolution: i) the distance to mentors; ii) the used formal training approach, which did not fit the sociocultural background of the newcomers; iii) allocation of large and distributed tasks in the early stages of the onboarding process; and iv) team instability. We conclude that the onboarding of newcomers in globally distributed projects must be planned well ahead and should consider avoiding the aspects mentioned above.",2019-05,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:50 PM (GMT)",,1-11,,,,,,,,,,,,,,,,,,,,,,,,Companies; developer onboarding; Dispersion; global software engineering; large scale software development; Mentoring; performance; Productivity; Software; Task analysis; Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,"Globaalisti hajautettu ohjelmistokehitys, Suuret yritykset, Tulokkaat",,,,No,,kyllä,"Näkökulmana tulokkaiden tuottavuus ja kehittäjien suorituskyky. Lisäksi samasta tutkimuksesta jo mukana yksi artikkeli, britto-ym-2020, joka vastaa tutkimuskysymykseen paremmin.",,,,,
KD8A52NE,conferencePaper,2006,"Bagert, D.J.; Lutz, M.J.",Visioning a Certification Exam for Graduating Software Engineers,19th Conference on Software Engineering Education & Training (CSEET'06),,,10.1109/CSEET.2006.39,,"Since 2002, the IEEE Computer Society has offered a Certified Software Development Professional (CSDP) examination for people who have had at least 9,000 hours of experience working as a software professional. Now, IEEE-CS is considering the development of an examination targeted towards students graduating with a baccalaureate degree in software engineering or the equivalent. Nicknamed ""CSDP Junior"", a certification title such as ""Certified Software Development Associate"" (CSDA) is more likely.",2006-04,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,246-246,,,,,,,,,,,,,,,,,,,,ISSN: 2377-570X,,,,Software testing; Software engineering; Programming; Application software; Certification; Computer Society; Taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KDBUN2E6,conferencePaper,2015,"Steinmacher, Igor; Conte, Tayana Uchôa; Gerosa, Marco Aurélio",Understanding and Supporting the Choice of an Appropriate Task to Start with in Open Source Software Communities,2015 48th Hawaii International Conference on System Sciences,,,10.1109/HICSS.2015.624,,"Open Source Software (OSS) projects leverage the contribution of outsiders. In fact, the sustainability of many projects relies on retaining some of these newcomers. Usually these communities do not coordinate the work of the newcomers, who go to the issue trackers and self-select a task to start with. We found that ""finding a way to start"" was reported as an important issue by practitioners. To further investigate this specific barrier, we conducted a qualitative analysis with data obtained from semi-structured interviews with 36 subjects from 14 different projects, including newcomers and experienced members. We used procedures of Grounded Theory – open and axial coding – to analyze the data. We found that newcomers are not confident enough to choose their initial task and they need information about the tasks or direction from the community to support choosing a task more suitable for them. We also present a set of strategies identified in the literature, interviews, and state-of-the-practice that can provide newcomers with such information, enabling them to be more confident when choosing their first tasks and collaborate with the community.",2015-01,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:50 PM (GMT)",,5299-5308,,,,,,,,,,,,,,,,,,,,ISSN: 1530-1605,,,,Communities; coordination; Electronic mail; Encoding; Interviews; joining process; Joining processes; new developer; newcomers; onboarding; Open source software; Open Source Software; task selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KGL6QYC8,conferencePaper,2020,"Borg, Markus",Making Lab Sessions Mandatory — on Student Work Distribution in a Gamified Project Course on Market-Driven Software Engineering,2020 IEEE 32nd Conference on Software Engineering Education and Training (CSEE&T),,,10.1109/CSEET49119.2020.9206218,,"Unfair work distribution in student teams is a common issue in project-based learning. One contributing factor is that students are differently skilled developers. In a course with group work intertwining engineering and business aspects, we designed an intervention to help novice programmers, i.e., we introduced mandatory programming lab sessions. However, the intervention did not affect the work distribution, showing that more is needed to balance the workload. Contrary to our goal, the intervention was very well received among experienced students, but unpopular with students weak at programming.",2020-11,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1-10,,,,,,,,,,,,,,,,,,,,ISSN: 2377-570X,,,,Software; Education; Task analysis; Programming profession; group work; intervention; project-based learning; Robots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KHRUTR4U,journalArticle,2021,"Dutta, Sanghamitra; Venkatesh, Praveen; Mardziel, Piotr; Datta, Anupam; Grover, Pulkit",Fairness Under Feature Exemptions: Counterfactual and Observational Measures,IEEE Transactions on Information Theory,,1557-9654,10.1109/TIT.2021.3103206,,"With the growing use of machine learning algorithms in highly consequential domains, the quantification and removal of disparity in decision making with respect to protected attributes, such as gender, race, etc., is becoming increasingly important. While quantifying disparity is essential, sometimes the needs of a business (e.g., hiring) may require the use of certain features that are critical in a way that any disparity that can be explained by them might need to be exempted. For instance, in hiring a software engineer for a safety-critical application, a coding-test score may be a critical feature that is weighed strongly in the decision even if it introduces disparity, whereas other features, such as name, zip code, or reference letters may be used to improve decision-making, but only to the extent that they do not add disparity. In this work, we propose a novel information-theoretic decomposition of the total disparity (a quantification inspired from counterfactual fairness) into two components: a non-exempt component which quantifies the part of the disparity that cannot be accounted for by the critical features, and an exempt component which quantifies the remaining disparity. This decomposition is important: it allows one to check if the disparity arose purely due to the critical features (inspired from the business necessity defense of disparate impact law) and also enables selective removal of the non-exempt component of disparity if desired. We arrive at this decomposition through canonical examples that lead to a set of desirable properties (axioms) that any measure of non-exempt disparity should satisfy. We then demonstrate that our proposed counterfactual measure of non-exempt disparity satisfies all of them. Our quantification bridges ideas of causality, Simpson's paradox, and a body of work from information theory called Partial Information Decomposition (PID). We also obtain an impossibility result showing that no observational measure of non-exempt disparity can satisfy all of the desired properties, which leads us to relax our goals and examine alternative observational measures that satisfy only some of these properties. We perform case studies to show how one can audit existing models as well as train new models while reducing non-exempt disparity.",2021-10,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,6675-6710,,10,67,,,,,,,,,,,,,,,,,,,,,Software; Training; Encoding; Data models; Business; Decision making; Predictive models; Algorithmic fairness; causal inference; information measures; Partial Information Decomposition (PID); trustworthy machine learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KIIHX27L,journalArticle,2009,"Daniels, B.",Enthusing students,ITNOW,,,10.1093/itnow/bwp099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949440459&doi=10.1093%2fitnow%2fbwp099&partnerID=40&md5=366c8d10eee6388b6b654a1a22b6b733,"LSI Europe launched the LSI BOT Master Challenge in collaboration with nine primary and junior schools in the Bracknell Forest area in order to support learning through practical skills and supply resources in schools to promote IT in action. The program consists of a six week rolling educational program in which, during its initial year, 20 teachers worked with LSI BOT Master Engineers to master the control of a small robot, created by the engineers. LSI provided 20 pre-built robot models made from Lego Mindstorm NXT kits, together with workbooks based on 2Simple software written by LSI Learning Consultant, Christine Ashfield. The workbooks provide real-life challenges for the pupils to work through. LSI also provided supporting teaching materials and a dedicated helpline for the teachers. During their training with LSI engineers, teachers complete challenges with the robots that are then transferred to the classroom and repeated with the students.",2009,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,12-13,,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oppilaitosten tai opiskelijoiden näkökulma,,,,,,,No,,,,,,,,
KJTTF3VW,conferencePaper,2021,"Hong, Weixiang; Ji, Kaixiang; Liu, Jiajia; Wang, Jian; Chen, Jingdong; Chu, Wei",GilBERT: Generative Vision-Language Pre-Training for Image-Text Retrieval,Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval,978-1-4503-8037-9,,10.1145/3404835.3462838,https://doi-org.ezproxy.jyu.fi/10.1145/3404835.3462838,"Given a text/image query, image-text retrieval aims to find the relevant items in the database. Recently, visual-linguistic pre-training (VLP) methods have demonstrated promising accuracy on image-text retrieval and other visual-linguistic tasks. These VLP methods are typically pre-trained on a large amount of image-text pairs, then fine-tuned on various downstream tasks. Nevertheless, due to the natural modality incompleteness in image-text retrieval, i.e., the query is either image or text rather than an image-text pair, the naive application of VLP to image-text retrieval results in significant inefficiency. Moreover, existing VLP methods cannot extract comparable representations for a single-modal query and multi-modal database items. In this work, we propose a generative visual-linguistic pre-training approach, termed as GilBERT, to simultaneously learn generic representations of image-text data and complete the missing modality for incomplete pairs. In testing phase, the proposed GilBERT facilitates efficient vector-based retrieval by providing unified feature embedding for query and database items. Moreover, the generative training not only makes GilBERT compatible with non-parallel text/image corpus, but also enables GilBERT to model the image-text relationships without suffering massive randomly-sampled negative samples, leading to superior experimental performances. Extensive experiments demonstrate the advantages of GilBERT in image-text retrieval, in terms of both efficiency and accuracy.",2021,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1379–1388,,,,,,,SIGIR '21,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Virtual Event, Canada",,,,image-text retrieval; visual-linguistic pre-training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KM4UANV8,journalArticle,2002,"Conn, R.",Developing software engineers at the C-130J Software Factory,IEEE Software,,1937-4194,10.1109/MS.2002.1032849,,"Lockheed Martin's C-130J Avionics/Software Integrated Product Team (IPT) creates software that runs a wide variety of systems on the C-130J aircraft. This team develops embedded safety-critical real-time air vehicle software and a ground-based data analysis system for aircraft analysis. The IPT operates within the infrastructure of the C-130J Software Factory, which consists of Sun workstations and PCs networked to Web servers, a configuration management server, an aircraft simulator implemented in software, and laboratories are composed of the aircraft's hardware mounted in equipment racks for easy access. The article discusses the IPT's diverse education and training needs, focusing on how to address shortfalls in conventional computer science and engineering education that result in mismatched expectations between the new hire and the company.",2002-09,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:49 PM (GMT)",,25-29,,5,19,,,,,,,,,,,,,,,,,,,,,Aerospace electronics; Aerospace engineering; Aircraft propulsion; Automotive engineering; Embedded software; Land vehicles; Production facilities; Real time systems; Software safety; Vehicle safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oppilaitosten tai opiskelijoiden näkökulma,,,"Ilmailu, Kriittiset järjestelmät",,,,No,,,,,,,Keskittyykö liiaksi gappiin?,ehkä
KMB4WSE7,conferencePaper,2006,"Martinich, Leslie",The future of the software industry: Lessons from hollywood,2006 IEEE/UT Engineering Management Conference,,,10.1109/UTEMC.2006.5236173,,"Software projects are, in large part, moving to shorter development cycles and shorter life cycles. There are notable exceptions, but there are thousands of software projects slated for an under-six-month development cycle with perhaps a one or two year life cycle.This paper examines the nature of the changes and considers the implications. Industries with short development cycles and short life cycles, do not need to retain the project team for a long duration. The project team is largely composed of contractors; there are no pensions or training programs. In short cycle industries, professional credentials such as association memberships, relationships and networks are important; agents play an integral role, and apprenticeships or training are undertaken by individuals rather than provided by corporations. Trust and reputation play a far greater role, allowing for confidence in a changing set of roles. The implications for the software industry include significant organizational restructuring, ""benefits"" such as retirement and health insurance associated with something other than the ""employer,"" a modern version of guilds, availability of training and credentialing, an increase in collaborative innovation associated with fluid project teams, and a significantly increased role for agents. This paper considers some of the lessons and best practices from industries with short development cycles and short life cycles, and examines the implications for the software industry.",2006-08,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,39-43,,,,,,,,,,,,,,,,,,,,,,,,Computer industry; Industrial training; Engineering profession; Collaborative software; Best practices; Electrical equipment industry; Industrial relations; Manufacturing industries; Pensions; Product development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KNQARR2V,conferencePaper,2011,"Silva, Ismael Santana; Gomide, Janaína; Veloso, Adriano; Meira, Wagner; Ferreira, Renato",Effective Sentiment Stream Analysis with Self-Augmenting Training and Demand-Driven Projection,Proceedings of the 34th International ACM SIGIR Conference on Research and Development in Information Retrieval,978-1-4503-0757-4,,10.1145/2009916.2009981,https://doi-org.ezproxy.jyu.fi/10.1145/2009916.2009981,"How do we analyze sentiments over a set of opinionated Twitter messages? This issue has been widely studied in recent years, with a prominent approach being based on the application of classification techniques. Basically, messages are classified according to the implicit attitude of the writer with respect to a query term. A major concern, however, is that Twitter (and other media channels) follows the data stream model, and thus the classifier must operate with limited resources, including labeled data for training classification models. This imposes serious challenges for current classification techniques, since they need to be constantly fed with fresh training messages, in order to track sentiment drift and to provide up-to-date sentiment analysis.We propose solutions to this problem. The heart of our approach is a training augmentation procedure which takes as input a small training seed, and then it automatically incorporates new relevant messages to the training data. Classification models are produced on-the-fly using association rules, which are kept up-to-date in an incremental fashion, so that at any given time the model properly reflects the sentiments in the event being analyzed. In order to track sentiment drift, training messages are projected on a demand driven basis, according to the content of the message being classified. Projecting the training data offers a series of advantages, including the ability to quickly detect trending information emerging in the stream. We performed the analysis of major events in 2010, and we show that the prediction performance remains about the same, or even increases, as the stream passes and new training messages are acquired. This result holds for different languages, even in cases where sentiment distribution changes over time, or in cases where the initial training seed is rather small. We derive lower-bounds for prediction performance, and we show that our approach is extremely effective under diverse learning scenarios, providing gains that range from 7% to 58%.",2011,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,475–484,,,,,,,SIGIR '11,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Beijing, China",,,,sentiment analysis; sentiment drift; streams; twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KQKY5WKR,conferencePaper,2013,"Luedicke, Nadine; Burghardt, Elizabeth; Hodge, Johnie; Thomas, Rebecca; Barrett, Alex; Nagatomi, Jiro; Dean, Delphine",Novel Central Venous Catheterization Simulation for Medical Training,2013 29th Southern Biomedical Engineering Conference,,,10.1109/SBEC.2013.55,,"Central Venous Catheterization (CVC) involves the insertion of a catheter through the subclavian or jugular vein and into the heart when the patient requires a large influx of drugs. With the target veins so close to the lungs and vital arteries, mistakes during this procedure can be fatal. Unfortunately, it is particularly challenging for students to learn this procedure and is often practiced by novice students on live patients as current simulators are ineffective. Simulators on the market are expensive, inconvenient, and often anatomically inaccurate, leading to improper student training. To address the shortcomings of current simulators, our patent-pending design includes features such as a fully rotatable head and proper anatomical landmarks. Our training simulator is ultrasoundable and can replicate both the pulsing of the arteries and the expanding of the veins under changes in fluid pressure. In addition, our simulator comes with training software allowing for tracking of students as they progress through the curriculum. We are currently performing usability testing of our prototype. Novice residents and expert practicing doctors perform CVC on our simulator for assessment of accuracy, ease of use, and training effectiveness in comparison to commercially available simulators.",2013-05,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,93-94,,,,,,,,,,,,,,,,,,,,,,,,Testing; Training; Educational institutions; Biomedical imaging; Head; Skin; Ultrasonic imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KT6Q6D5Q,conferencePaper,2018,"Kovalenko, Vladimir; Bacchelli, Alberto",Code Review for Newcomers: Is It Different?,2018 IEEE/ACM 11th International Workshop on Cooperative and Human Aspects of Software Engineering (CHASE),,,,,"Onboarding is a critical stage in the tenure of software developers with a project, because meaningful contribution requires familiarity with the codebase. Some software teams employ practices, such as mentoring, to help new developers get accustomed faster. Code review, i.e., the manual inspection of code changes, is an opportunity for sharing knowledge and helping with onboarding. In this study, we investigate whether and how contributions from developers with low experience in a project do receive a different treatment during code review. We compare reviewers' experience, metrics of reviewers' attention, and change merge rate between changes from newcomers and from more experienced authors in 60 active open source projects. We find that the only phenomenon that is consistent across the vast majority of projects is a lower merge rate for newcomers' changes.",2018-05,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:49 PM (GMT)",,29-32,,,,,,,,,,,,,,,,,,,,ISSN: 2574-1837,,,,code review; Conferences; developer onboarding; Ecosystems; Inspection; Manuals; Measurement; newcomers; Software; Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KTKVABYY,conferencePaper,2018,"Fuller, Rob",Cross-Functional Teams That Grok It: The Collective Empathic Understanding of Product Requirements,2018 IEEE 26th International Requirements Engineering Conference (RE),,,10.1109/RE.2018.00063,,"Software development has become increasingly software 'product' development, without the authoritative 'customer' stakeholder role that many requirements engineering processes assume exists in some form. Many progressive software product companies today are empowering cross-functional product teams to own their product - to collectively understand the product context, the true product needs, and manage its on-going evolution. Some teams do this better than others and neither established requirements elicitation and validation processes nor conventional team leadership practices explain the reasons for the differences. This research inquires into how cross-functional product teams, as a collective, create and nurture a shared mental model that accurately represents the external product domain and its realities. The research also examines how teams use that collective understanding to shape development plans, internal and external communications, new team member onboarding, etc. The aim of this research is to develop substantive theory that describes how self-directed, cross-functional product development teams take an empathic-based approach to discovering, understanding, and maintaining a deep, collective understanding of the domain and true product needs. This theory will support software product development leaders in creating rich-er conditions for teams to grok.",2018-08,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,466-471,,,,,,,,,,,,,,,,,,,,ISSN: 2332-6441,,,,Software; Companies; Industries; Product development; Requirements engineering; collective sensemaking; complex adaptive systems; design science; empathy-driven development; Human computer interaction; knowledge management; requirements validation; tacit knowledge.; team learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
KWBPRFID,conferencePaper,2018,"Chadli, Abdelhafid; Tranvouez, Erwan; Hamrouni, Abir; Bendella, Fatima",An Agent-Based Simulation Tool for Participatory Training Environment: Application to Rodent Control Campaign,Proceedings of the 7th International Conference on Software Engineering and New Technologies,978-1-4503-6101-9,,10.1145/3330089.3330109,https://doi-org.ezproxy.jyu.fi/10.1145/3330089.3330109,"In this paper we present a general idea of a participatory training environment in a context of multi-agent participatory simulation applied to rodent control. In a first step, we focus on the agent-based simulation tool that embeds ecosystem models such as rodent dynamics, weather variation and land occupation. The general idea of our training environment is based on (1) an agent based ecosystems simulation as well as actor's avatar interacting with the simulation; and (2) a negotiation based skill evaluation of the actors' behaviors during the simulation. This paper is a key piece of how the combination of these two approaches can help improving rodent control efficiency.",2018,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,,,,,,,,ICSENT 2018,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Hammamet, Tunisia",,,,agent-based simulation; collaborative evaluation; negotiation; participatory simulation; technology-enhanced techniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,kyllä,“Tässä asiakirjassa esitellään yleinen ajatus osallistavasta koulutusympäristöstä jyrsijöiden valvontaan sovellettavan moniagenttisen osallistavan simulaation yhteydessä.”,,,,,
KWD3CLBP,conferencePaper,2012,"Ghazarian, Arbi",Work in progress: Transitioning from novice to expert software engineers through design patterns: Is it really working?,2012 Frontiers in Education Conference Proceedings,,,10.1109/FIE.2012.6462302,,"Since their wide adoption by the software engineering community in the mid-90's, design patterns have become an important educational component in the training of novice software engineers due to the common belief that, as distilled experience of seasoned software designers, they can transform novice software engineers into skilled professionals in a relatively short time frame. This paper questions the validity of this commonly-held belief about the educational value of conventional patterns, arguing that although there is tremendous value in capturing and disseminating software engineering experience in the form of patterns, conventional design patterns cannot deliver on this expectation to significantly shorten the experience growth curve. We report initial results from an ongoing research project that aims to not only identify the difficulties in using conventional patterns as educational means for novices, but also to use such insights to develop new forms of patterns to help educators and experts to more effectively communicate and transfer their software engineering knowledge, experience, and understanding of best practices to novices.",2012-10,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:50 PM (GMT)",,1-2,,,,,,,,,,,,,,,,,,,,ISSN: 2377-634X,,,,Design Patterns; Education; Ontologies; Pattern matching; Software; Software engineering; Software Engineering Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,"Juniorit, Suunnittelumallit",,,,No,,,,,,,ei perehdyttämistä vaan kouluttamista,ehkä
L2WUV2ZK,conferencePaper,2015,"Pham, R.; Mörschbach, J.; Schneider, K.",Communicating software testing culture through visualizing testing activity,"7th International Workshop on Social Software Engineering, SSE 2015 - Proceedings",,,10.1145/2804381.2804382,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975709600&doi=10.1145%2f2804381.2804382&partnerID=40&md5=0a524c2b05ca15711d32d546dd5d5526,"Inexperienced developers, for example new graduates joining a software development company, have dificulties applying their software testing knowledge. They lack handson experience and often have a dismissive attitude towards systematic testing, which hinders their adoption of testing activities. If the novice cannot quickly adopt a healthy testing culture during the onboarding phase, her progress as a high-quality engineer may be hindered. Here, cues from social coding sites can potentially help: Simple signs of a team's testing culture can facilitate more testing by contributors. We propose to make the team's testing culture visible by strategically employing traits of social transparency. We introduce six dashboard-like testing signals into the novice's IDE and prominently display how senior developers are testing. A preliminary evaluation with 24 soon-to-be Bachelor graduates showed encouraging results: Being reminded of their lagging test progress induced a need to test more. Visual comparison to colleagues' testing performance woke competitive feelings in students and made them want to write more test. © 2015 ACM.",2015,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1-8,,,,,,,,,,,"Association for Computing Machinery, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,"Artefaktin kehittäminen, Juniorit, Testiautomaatio",,,,No,,,,,,,ilmeisesti kehitetty plugin? onko kuitenkaan tätä käytetty oikeasti missään vai onko vain uusi artefakti?,kiinnostavia menetelmiä varsinaisen katsauksen ulkopuolelta
L48WRGNC,conferencePaper,2020,"Parenteau, Matthieu; Bourgault-Cote, Simon; Plante, Frederic; Laurendeau, Eric",Development of Parallel CFD Applications on Distributed Memory with Chapel,2020 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),,,10.1109/IPDPSW50202.2020.00110,,"Traditionally, Computational Fluid Dynamics (CFD) software uses Message Passing Interface (MPI) to handle the parallelism over distributed memory systems. For a new developer, such as a student or a new employee, the barrier of entry can be high and more training is required for each particular software package, which slows down the research process on actual science. The Chapel programming language offers an interesting alternative for research and development of CFD applications.In this paper, the developments of two CFD applications are presented: the first one as an experiment by re-writing a 2D structured flow solver and the second one as writing from scratch a research 3D unstructured multi-physics simulation software. Details are given on both applications with emphasis on the Chapel features which were used positively in the code design, in particular to improve flexibility and extend to distributed memory. Some performance pitfalls are discussed with solutions to avoid them.The performance of the unstructured software is then studied and compared to a traditional open-source CFD software package programmed in C++ with MPI for communication (SU2). The results show that our Chapel implementation achieves performances similar to other CFD software written in C and C++, thus confirming that Chapel is a viable language for high-performance CFD applications.",2020-05,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,651-658,,,,,,,,,,,,,,,,,,,,,,,,Software; Programming; Reactive power; C++ languages; CFD; Chapel; Computational fluid dynamics; distributed memory; HPC; Parallel processing; RANS; Two dimensional displays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
